tokenID,name,description,file_name,attributes[Pealce],attributes[Realm],attributes[Origin],attributes[Vision],attributes[Tone],attributes[Flow],Fire,attributes[Artifact],attributes[Tier]
424,AH!rchives #424,[ˈäl̪t̪er] ヒーロー,424.png,,Astro,Maze,Poska,Stoik,Zanpah,Halo,,1
425,AH!rchives #425,[ˈäl̪t̪er] ヒーロー,425.png,,Meknah,Geedorah,Watcher,Stoik,Monk,Miya,,1
426,AH!rchives #426,[ˈäl̪t̪er] ヒーロー,426.png,,Autumn,Geedorah,Gaze,All Caps,!Champloo,Pega,,1
427,AH!rchives #427,[ˈäl̪t̪er] ヒーロー,427.png,,Blū,Golden,Stare,!AH,,,,2
428,AH!rchives #428,[ˈäl̪t̪er] ヒーロー,428.png,The Shining,Rain,Gumbo,Ye,Stoik,,Onsen,,1
429,AH!rchives #429,[ˈäl̪t̪er] ヒーロー,429.png,,Blū,Geedorah,Hidden,Stoik,Bō Staff,Golf,,1
430,AH!rchives #430,[ˈäl̪t̪er] ヒーロー,430.png,,P!nk,Gumbo,Stare,Stoik,Baller,Mush,,1
431,AH!rchives #431,[ˈäl̪t̪er] ヒーロー,431.png,Double Nahki,Pømme,Nova,Hidden,Vault,,Golf,,1
432,AH!rchives #432,[ˈäl̪t̪er] ヒーロー,432.png,,Megah!,Metal Fingers,Shocked,All Caps,General,Mellow,,1
433,AH!rchives #433,[ˈäl̪t̪er] ヒーロー,433.png,,Off White,Geedorah,Watcher,All Caps,,Faces,,1
434,AH!rchives #434,[ˈäl̪t̪er] ヒーロー,434.png,,Pak,Düne,Ye,All Caps,,Extended Version,,1
435,AH!rchives #435,[ˈäl̪t̪er] ヒーロー,435.png,The Next Episode,Astro,Seed,Oracle,Candy,,Pega,,1
436,AH!rchives #436,[ˈäl̪t̪er] ヒーロー,436.png,,Pømme,Ogs,The Slayer,!AH,Monk,Mellow,,1
437,AH!rchives #437,[ˈäl̪t̪er] ヒーロー,437.png,,Off White,Nahki,Mono,!AH,Swat,Faces,,1
438,AH!rchives #438,[ˈäl̪t̪er] ヒーロー,438.png,,Megah!,Seed,Hidden,Quiet,Muraka,Golf,,1
439,AH!rchives #439,[ˈäl̪t̪er] ヒーロー,439.png,,Rain,Gumbo,Slash,All Caps,Shiro,,,1
440,AH!rchives #440,[ˈäl̪t̪er] ヒーロー,440.png,,P!nk,Clipse,Hidden,Stoik,Hoodie,Golf,,1
441,AH!rchives #441,[ˈäl̪t̪er] ヒーロー,441.png,,Megah!,Liquid,Stare,Bored,,,,1
442,AH!rchives #442,[ˈäl̪t̪er] ヒーロー,442.png,,Meknah,Nova,Prism,Bored,Borea,,,2
443,AH!rchives #443,[ˈäl̪t̪er] ヒーロー,443.png,Double Nahki,Pømme,Redbone,Ye,All Caps,,,,1
444,AH!rchives #444,[ˈäl̪t̪er] ヒーロー,444.png,,P!nk,Redbone,Ye,Yamé,Shiro,,White Noise,1
445,AH!rchives #445,[ˈäl̪t̪er] ヒーロー,445.png,,Sanctuary,Seed,Bloody,Bored,!Champloo,Crown,,1
446,AH!rchives #446,[ˈäl̪t̪er] ヒーロー,446.png,,Neo,Geedorah,Tribe,!AH,Shiro,Seiya,,1
447,AH!rchives #447,[ˈäl̪t̪er] ヒーロー,447.png,,Hyero,Gumbo,Stare,Stoik,Young World,Lauriers,,1
448,AH!rchives #448,[ˈäl̪t̪er] ヒーロー,448.png,Figaro,Fayah!,Metal Fingers,Watcher,All Caps,,Crown,,1
449,AH!rchives #449,[ˈäl̪t̪er] ヒーロー,449.png,Figaro,Fayah!,Gumbo,Shocked,Bored,,,,1
450,AH!rchives #450,[ˈäl̪t̪er] ヒーロー,450.png,,,First Press,,,,,,3
451,AH!rchives #451,[ˈäl̪t̪er] ヒーロー,451.png,Figaro,Black,Düne,Watcher,All Caps,,Halo,,1
452,AH!rchives #452,[ˈäl̪t̪er] ヒーロー,452.png,,Orange,Nebu,Ye,Stoik,,Shift,,1
453,AH!rchives #453,[ˈäl̪t̪er] ヒーロー,453.png,,Pømme,Ogs,Bloody,Stoik,Capsule,,Jurassik,1
454,AH!rchives #454,[ˈäl̪t̪er] ヒーロー,454.png,,Rose,Seed,Watcher,Stoik,,Halo,,1
455,AH!rchives #455,[ˈäl̪t̪er] ヒーロー,455.png,,Red,Seed,Shocked,Vomitspit,Muraka,Mellow,,1
456,AH!rchives #456,[ˈäl̪t̪er] ヒーロー,456.png,,Doré,Maze,Poska,!AH,,,White Noise,1
457,AH!rchives #457,[ˈäl̪t̪er] ヒーロー,457.png,,Cream,Geedorah,Surprised,Stoik,,Faces,,1
458,AH!rchives #458,[ˈäl̪t̪er] ヒーロー,458.png,The Next Episode,Red,Clay,Surprised,All Caps,,,White Noise,1
459,AH!rchives #459,[ˈäl̪t̪er] ヒーロー,459.png,,Orange,Seed,The Slayer,Yamé,Fury,Mush,,1
460,AH!rchives #460,[ˈäl̪t̪er] ヒーロー,460.png,,P!nk,Oshen,Ye,!AH,Capsule,,White Noise,1
461,AH!rchives #461,[ˈäl̪t̪er] ヒーロー,461.png,,Dream,Maze,Poska,Stoik,,Lauriers,,1
462,AH!rchives #462,[ˈäl̪t̪er] ヒーロー,462.png,,Astro,Seed,Ye,Yamé,!Champloo,Extended Version,,1
463,AH!rchives #463,[ˈäl̪t̪er] ヒーロー,463.png,The Shining,Off White,Clay,Watcher,Quiet,,Faces,,1
464,AH!rchives #464,[ˈäl̪t̪er] ヒーロー,464.png,,Off White,Seed,Prism,Candy,Hero,Mellow,,1
465,AH!rchives #465,[ˈäl̪t̪er] ヒーロー,465.png,,Astro,Seed,Watcher,All Caps,Avalanche,Nippon,,1
466,AH!rchives #466,[ˈäl̪t̪er] ヒーロー,466.png,,,White Label,,,,,,1
467,AH!rchives #467,[ˈäl̪t̪er] ヒーロー,467.png,,Doré,Ogs,Oracle,Stoik,Monk,,,1
468,AH!rchives #468,[ˈäl̪t̪er] ヒーロー,468.png,The Shining,Off White,Maze,The Slayer,!AH,,Miya,,1
469,AH!rchives #469,[ˈäl̪t̪er] ヒーロー,469.png,,P!nk,Gumbo,Oracle,Stoik,Tee,Onsen,,1
470,AH!rchives #470,[ˈäl̪t̪er] ヒーロー,470.png,,Megah!,Seed,Watcher,,Hoodie,Faces,,1
471,AH!rchives #471,[ˈäl̪t̪er] ヒーロー,471.png,The Next Episode,Fayah!,Geedorah,Watcher,All Caps,,Nippon,,1
472,AH!rchives #472,[ˈäl̪t̪er] ヒーロー,472.png,,Off White,Nahki,The Slayer,!AH,Hoodie,Halo,,1
473,AH!rchives #473,[ˈäl̪t̪er] ヒーロー,473.png,,Red,Golden,Tribe,All Caps,Shiro,Pega,,1
474,AH!rchives #474,[ˈäl̪t̪er] ヒーロー,474.png,,Rose,Metal Fingers,Poska,Stoik,General,Halo,,1
475,AH!rchives #475,[ˈäl̪t̪er] ヒーロー,475.png,,Red,Clay,Surprised,Stoik,!Champloo,Halo,,1
476,AH!rchives #476,[ˈäl̪t̪er] ヒーロー,476.png,Double Nahki,Cream,Redbone,Watcher,!AH,,Faces,,1
477,AH!rchives #477,[ˈäl̪t̪er] ヒーロー,477.png,,Rose,Gumbo,Stare,Stoik,Zanpah,,Ghost Brothers,1
478,AH!rchives #478,[ˈäl̪t̪er] ヒーロー,478.png,,Rose,Gumbo,Oracle,Stoik,Avalanche,Extended Version,,1
479,AH!rchives #479,[ˈäl̪t̪er] ヒーロー,479.png,,Off White,Oshen,Mono,!AH,Ronin,,Meowzart,1
480,AH!rchives #480,[ˈäl̪t̪er] ヒーロー,480.png,,P!nk,All Star,Ye,Stoik,Tee,Beanie,,1
481,AH!rchives #481,[ˈäl̪t̪er] ヒーロー,481.png,,Red,Geedorah,Gaze,All Caps,,,White Noise,1
482,AH!rchives #482,[ˈäl̪t̪er] ヒーロー,482.png,The Next Episode,Blū,Nebu,Bloody,All Caps,,,,1
483,AH!rchives #483,[ˈäl̪t̪er] ヒーロー,483.png,,Red,Golden,The Slayer,Yamé,Monk,Halo,,1
484,AH!rchives #484,[ˈäl̪t̪er] ヒーロー,484.png,,Megah!,Ogs,Ye,Stoik,,Lauriers,,1
485,AH!rchives #485,[ˈäl̪t̪er] ヒーロー,485.png,,Fayah!,Seed,Shocked,Stoik,!Champloo,Lauriers,,1
486,AH!rchives #486,[ˈäl̪t̪er] ヒーロー,486.png,,Blū,Seed,Watcher,Curls,,Shoe Deal,,1
487,AH!rchives #487,[ˈäl̪t̪er] ヒーロー,487.png,,Doré,Geedorah,Stare,Stoik,Baller,Lauriers,,1
488,AH!rchives #488,[ˈäl̪t̪er] ヒーロー,488.png,,Pømme,Nebu,The Slayer,!AH,!Champloo,,,2
489,AH!rchives #489,[ˈäl̪t̪er] ヒーロー,489.png,,Red,Nova,Gaze,Stoik,Bō Staff,,Meowzart,1
490,AH!rchives #490,[ˈäl̪t̪er] ヒーロー,490.png,,Off White,Golden,The Slayer,!AH,Shimokita,,,1
491,AH!rchives #491,[ˈäl̪t̪er] ヒーロー,491.png,,Doré,Gumbo,Poska,All Caps,Shimokita,,,1
492,AH!rchives #492,[ˈäl̪t̪er] ヒーロー,492.png,,Meknah,Nebu,Gaze,!AH,Hoodie,Seiya,,1
493,AH!rchives #493,[ˈäl̪t̪er] ヒーロー,493.png,,Neo,All Star,Gaze,Bye.,Shimokita,Bloodsport,,1
494,AH!rchives #494,[ˈäl̪t̪er] ヒーロー,494.png,,Dark Blū,Metal Fingers,Gaze,!AH,General,Bloodsport,,1
495,AH!rchives #495,[ˈäl̪t̪er] ヒーロー,495.png,,,First Press,,,,,,3
496,AH!rchives #496,[ˈäl̪t̪er] ヒーロー,496.png,,Cream,Nova,Ye,Yamé,Hero,Mellow,,1
497,AH!rchives #497,[ˈäl̪t̪er] ヒーロー,497.png,,Pømme,Golden,Mono,Yamé,Muraka,Golf,,1
498,AH!rchives #498,[ˈäl̪t̪er] ヒーロー,498.png,,Fayah!,Seed,Poska,Bored,Okinawa,Pega,,1
499,AH!rchives #499,[ˈäl̪t̪er] ヒーロー,499.png,,Doré,Maze,Stare,Bye.,Hero,Seiya,,1
500,AH!rchives #500,[ˈäl̪t̪er] ヒーロー,500.png,,Red,Seed,Oracle,Stoik,Rider,Nippon,,1
501,AH!rchives #501,[ˈäl̪t̪er] ヒーロー,501.png,,Rain,Redbone,Prism,Bye.,Hero,Pega,,1
502,AH!rchives #502,[ˈäl̪t̪er] ヒーロー,502.png,,Orange,Geedorah,Shocked,All Caps,,,,2
503,AH!rchives #503,[ˈäl̪t̪er] ヒーロー,503.png,The Next Episode,Fayah!,Maze,Mono,Stoik,,Bloodsport,,1
504,AH!rchives #504,[ˈäl̪t̪er] ヒーロー,504.png,,Pømme,Nebu,The Slayer,Bored,Hero,Onsen,,1
505,AH!rchives #505,[ˈäl̪t̪er] ヒーロー,505.png,,Pømme,Seed,Shocked,Bored,Bō Staff,Mellow,,1
506,AH!rchives #506,[ˈäl̪t̪er] ヒーロー,506.png,,Neo,Seed,Prism,All Caps,Borea,Mellow,,1
507,AH!rchives #507,[ˈäl̪t̪er] ヒーロー,507.png,,Cream,Metal Fingers,Gaze,!AH,Tee,Lauriers,,1
508,AH!rchives #508,[ˈäl̪t̪er] ヒーロー,508.png,,Off White,Clay,Watcher,Quiet,Hero,Seiya,,1
509,AH!rchives #509,[ˈäl̪t̪er] ヒーロー,509.png,,Fayah!,Maze,Ye,Kush,Shimokita,Miya,,1
510,AH!rchives #510,[ˈäl̪t̪er] ヒーロー,510.png,,Runner,Geedorah,The Slayer,Bored,Shimokita,,,1
511,AH!rchives #511,[ˈäl̪t̪er] ヒーロー,511.png,Double Dragon,Rose,Maze,Ye,All Caps,,,,1
512,AH!rchives #512,[ˈäl̪t̪er] ヒーロー,512.png,,Blū,Seed,Shocked,All Caps,Clouds,Halo,,1
513,AH!rchives #513,[ˈäl̪t̪er] ヒーロー,513.png,,Orange,Seed,Hidden,All Caps,Prospect,Golf,,1
514,AH!rchives #514,[ˈäl̪t̪er] ヒーロー,514.png,,Neo,Geedorah,Rage,All Caps,Capsule,Pega,,1
515,AH!rchives #515,[ˈäl̪t̪er] ヒーロー,515.png,,Off White,Seed,Gaze,All Caps,Hero,Halo,,1
516,AH!rchives #516,[ˈäl̪t̪er] ヒーロー,516.png,,Neo,Düne,Watcher,Bored,Clouds,,,1
517,AH!rchives #517,[ˈäl̪t̪er] ヒーロー,517.png,,Rose,Bahbū,Stare,Bored,Shimokita,,,1
518,AH!rchives #518,[ˈäl̪t̪er] ヒーロー,518.png,,Cream,Nahki,Watcher,Yamé,Hero,Mellow,,1
519,AH!rchives #519,[ˈäl̪t̪er] ヒーロー,519.png,,Blū,Oshen,Ye,Stoik,Fury,Seiya,,1
520,AH!rchives #520,[ˈäl̪t̪er] ヒーロー,520.png,,Rose,Seed,Gaze,Curls,Monk,Shoe Deal,,1
521,AH!rchives #521,[ˈäl̪t̪er] ヒーロー,521.png,,,First Press,,,,,,3
522,AH!rchives #522,[ˈäl̪t̪er] ヒーロー,522.png,Double Nahki,Neo,Maze,The Slayer,Vault,,Faces,,1
523,AH!rchives #523,[ˈäl̪t̪er] ヒーロー,523.png,,Rain,Gumbo,Stare,All Caps,General,Faces,,1
524,AH!rchives #524,[ˈäl̪t̪er] ヒーロー,524.png,,Meknah,Geedorah,Watcher,!AH,Monk,Halo,,1
525,AH!rchives #525,[ˈäl̪t̪er] ヒーロー,525.png,Figaro,Red,Maze,Mono,Stoik,,Mush,,1
526,AH!rchives #526,[ˈäl̪t̪er] ヒーロー,526.png,Barz,P!nk,Gumbo,Oracle,Stoik,,,,1
527,AH!rchives #527,[ˈäl̪t̪er] ヒーロー,527.png,,Cream,Ogs,The Slayer,Quiet,Zanpah,Seiya,,1
528,AH!rchives #528,[ˈäl̪t̪er] ヒーロー,528.png,,Red,Seed,Ye,Stoik,,,White Noise,1
529,AH!rchives #529,[ˈäl̪t̪er] ヒーロー,529.png,,Runner,Metal Fingers,Slash,All Caps,Clouds,Mellow,,1
530,AH!rchives #530,[ˈäl̪t̪er] ヒーロー,530.png,,P!nk,Seed,Ye,Bored,Tee,Miya,,1
531,AH!rchives #531,[ˈäl̪t̪er] ヒーロー,531.png,,Red,Nova,Ye,Stoik,General,Shift,,1
532,AH!rchives #532,[ˈäl̪t̪er] ヒーロー,532.png,,Off White,Liquid,Shocked,Stoik,Monk,,White Noise,1
533,AH!rchives #533,[ˈäl̪t̪er] ヒーロー,533.png,,Red,Düne,Mono,All Caps,,Shift,,1
534,AH!rchives #534,[ˈäl̪t̪er] ヒーロー,534.png,,Meknah,Seed,Mono,,Bō Staff,,Meowzart,1
535,AH!rchives #535,[ˈäl̪t̪er] ヒーロー,535.png,The Next Episode,Neo,Maze,Ye,All Caps,,Lauriers,,1
536,AH!rchives #536,[ˈäl̪t̪er] ヒーロー,536.png,,Off White,Gumbo,Bloody,Bored,General,Bloodsport,,1
537,AH!rchives #537,[ˈäl̪t̪er] ヒーロー,537.png,,Rose,Nova,Quartet,!AH,Illest,Miya,,2
538,AH!rchives #538,[ˈäl̪t̪er] ヒーロー,538.png,Barz,P!nk,Seed,Tribe,Bored,,Extended Version,,1
539,AH!rchives #539,[ˈäl̪t̪er] ヒーロー,539.png,,Cream,Golden,Surprised,Stoik,General,,White Noise,1
540,AH!rchives #540,[ˈäl̪t̪er] ヒーロー,540.png,,P!nk,Liquid,Spirit,All Caps,7th Chamber,,,1
541,AH!rchives #541,[ˈäl̪t̪er] ヒーロー,541.png,Barz,Red,All Star,Stare,!AH,,,Meowzart,1
542,AH!rchives #542,[ˈäl̪t̪er] ヒーロー,542.png,Double Dragon,Fayah!,Metal Fingers,Ye,!AH,,,,1
543,AH!rchives #543,[ˈäl̪t̪er] ヒーロー,543.png,,Blū,Metal Fingers,Hidden,Stoik,,Golf,,1
544,AH!rchives #544,[ˈäl̪t̪er] ヒーロー,544.png,,Red,Gumbo,Hidden,!AH,Zanpah,Golf,,1
545,AH!rchives #545,[ˈäl̪t̪er] ヒーロー,545.png,Figaro,Pak,Seed,Bloody,!AH,,Miya,,1
546,AH!rchives #546,[ˈäl̪t̪er] ヒーロー,546.png,,Meknah,Nova,A3000,Candy,Hoodie,Pega,,1
547,AH!rchives #547,[ˈäl̪t̪er] ヒーロー,547.png,,Rose,Redbone,Mono,Curls,Hero,Nippon,,1
548,AH!rchives #548,[ˈäl̪t̪er] ヒーロー,548.png,,Doré,Düne,Stare,Stoik,Bō Staff,,,1
549,AH!rchives #549,[ˈäl̪t̪er] ヒーロー,549.png,,Neo,Golden,Gaze,Stoik,Monk,,!Chimp,1
550,AH!rchives #550,[ˈäl̪t̪er] ヒーロー,550.png,,Pak,Redbone,Watcher,Stoik,Ronin,Seiya,,1
551,AH!rchives #551,[ˈäl̪t̪er] ヒーロー,551.png,,Orange,Gumbo,Poska,All Caps,General,,,1
552,AH!rchives #552,[ˈäl̪t̪er] ヒーロー,552.png,,Megah!,Golden,Stare,All Caps,Fury,Seiya,,1
553,AH!rchives #553,[ˈäl̪t̪er] ヒーロー,553.png,,Blū,Gumbo,Bloody,Stoik,,Halo,,1
554,AH!rchives #554,[ˈäl̪t̪er] ヒーロー,554.png,,Sanctuary,Seed,A3000,Bored,Shimokita,Faces,,1
555,AH!rchives #555,[ˈäl̪t̪er] ヒーロー,555.png,,Doré,Maze,Surprised,Stoik,,,,1
556,AH!rchives #556,[ˈäl̪t̪er] ヒーロー,556.png,,Cream,Odeya,Watcher,!AH,Ronin,,,1
557,AH!rchives #557,[ˈäl̪t̪er] ヒーロー,557.png,,Rain,Nova,Watcher,Stoik,Borea,Mush,,2
558,AH!rchives #558,[ˈäl̪t̪er] ヒーロー,558.png,,Autumn,Nova,Ye,All Caps,,,!Chimp,1
559,AH!rchives #559,[ˈäl̪t̪er] ヒーロー,559.png,,Red,Ogs,Hidden,!AH,Shiro,Golf,,1
560,AH!rchives #560,[ˈäl̪t̪er] ヒーロー,560.png,,Rose,Golden,Watcher,Stoik,Zanpah,,,1
561,AH!rchives #561,[ˈäl̪t̪er] ヒーロー,561.png,,Orange,Seed,Prism,Kush,Tee,Bulls,,1
562,AH!rchives #562,[ˈäl̪t̪er] ヒーロー,562.png,,Doré,Golden,Tribe,!AH,,,!Chimp,1
563,AH!rchives #563,[ˈäl̪t̪er] ヒーロー,563.png,,Neo,Ogs,Surprised,Stoik,!Champloo,,!Chimp,1
564,AH!rchives #564,[ˈäl̪t̪er] ヒーロー,564.png,Double Dragon,Megah!,All Star,Comet,Bored,,Miya,,1
565,AH!rchives #565,[ˈäl̪t̪er] ヒーロー,565.png,,Rose,Clipse,Watcher,All Caps,7th Chamber,,,1
566,AH!rchives #566,[ˈäl̪t̪er] ヒーロー,566.png,,Rose,Golden,A3000,All Caps,Rider,,White Noise,1
567,AH!rchives #567,[ˈäl̪t̪er] ヒーロー,567.png,,Rose,Maze,Comet,Stoik,!Champloo,,!Sensei,1
568,AH!rchives #568,[ˈäl̪t̪er] ヒーロー,568.png,,Rose,Nova,The Slayer,Stoik,,,,1
569,AH!rchives #569,[ˈäl̪t̪er] ヒーロー,569.png,,Cream,Düne,Spirit,All Caps,Zanpah,,Meowzart,1
570,AH!rchives #570,[ˈäl̪t̪er] ヒーロー,570.png,,Off White,Golden,Ye,Stoik,Muraka,,Meowzart,1
571,AH!rchives #571,[ˈäl̪t̪er] ヒーロー,571.png,Double Nahki,Blū,Clay,Poska,All Caps,,Miya,,1
572,AH!rchives #572,[ˈäl̪t̪er] ヒーロー,572.png,,P!nk,Seed,Comet,Stoik,,Mellow,,1
573,AH!rchives #573,[ˈäl̪t̪er] ヒーロー,573.png,,Dark Blū,Maze,Watcher,Bored,Hero,Onsen,,1
574,AH!rchives #574,[ˈäl̪t̪er] ヒーロー,574.png,,Blū,Gumbo,Stare,Quiet,7th Chamber,Seiya,,1
575,AH!rchives #575,[ˈäl̪t̪er] ヒーロー,575.png,,Red,Liquid,Tribe,Stoik,Hoodie,,,1
576,AH!rchives #576,[ˈäl̪t̪er] ヒーロー,576.png,,Off White,Seed,Gaze,!AH,!Champloo,Shift,,1
577,AH!rchives #577,[ˈäl̪t̪er] ヒーロー,577.png,,P!nk,Ogs,Mono,All Caps,Hoodie,Beanie,,1
578,AH!rchives #578,[ˈäl̪t̪er] ヒーロー,578.png,,P!nk,Oshen,Ye,Quiet,Shiro,,!Chimp,1
579,AH!rchives #579,[ˈäl̪t̪er] ヒーロー,579.png,,P!nk,Seed,Prism,Yamé,Fury,Extended Version,,1
580,AH!rchives #580,[ˈäl̪t̪er] ヒーロー,580.png,,,First Press,,,,,,3
581,AH!rchives #581,[ˈäl̪t̪er] ヒーロー,581.png,,,White Label,,,,,,1
582,AH!rchives #582,[ˈäl̪t̪er] ヒーロー,582.png,,Runner,Redbone,The Answer,Yamé,,,,1
583,AH!rchives #583,[ˈäl̪t̪er] ヒーロー,583.png,,Doré,Metal Fingers,Surprised,All Caps,Hoodie,Pega,,1
584,AH!rchives #584,[ˈäl̪t̪er] ヒーロー,584.png,,Neo,Gumbo,A3000,Yamé,General,Lauriers,,1
585,AH!rchives #585,[ˈäl̪t̪er] ヒーロー,585.png,,Orange,Maze,The Answer,Stoik,Zanpah,Lauriers,,1
586,AH!rchives #586,[ˈäl̪t̪er] ヒーロー,586.png,,Orange,Maze,Prism,Stoik,Hero,Pega,,1
587,AH!rchives #587,[ˈäl̪t̪er] ヒーロー,587.png,,Cream,Düne,The Answer,Stoik,Hoodie,Shift,,1
588,AH!rchives #588,[ˈäl̪t̪er] ヒーロー,588.png,Double Nahki,Cream,Redbone,Tribe,Stoik,,,,2
589,AH!rchives #589,[ˈäl̪t̪er] ヒーロー,589.png,,Cream,All Star,The Slayer,Bored,Shimokita,Onsen,,1
590,AH!rchives #590,[ˈäl̪t̪er] ヒーロー,590.png,,P!nk,Seed,Oracle,!AH,,Beanie,,1
591,AH!rchives #591,[ˈäl̪t̪er] ヒーロー,591.png,Double Dragon,Astro,Seed,Prism,All Caps,,Lauriers,,1
592,AH!rchives #592,[ˈäl̪t̪er] ヒーロー,592.png,,Sanctuary,Metal Fingers,A3000,All Caps,Bō Staff,Pega,,1
593,AH!rchives #593,[ˈäl̪t̪er] ヒーロー,593.png,,Blū,Seed,Rage,All Caps,,Golf,,1
594,AH!rchives #594,[ˈäl̪t̪er] ヒーロー,594.png,,Pømme,Seed,Prism,All Caps,Tee,Pega,,1
595,AH!rchives #595,[ˈäl̪t̪er] ヒーロー,595.png,Figaro,Red,Golden,Ye,Stoik,,Faces,,1
596,AH!rchives #596,[ˈäl̪t̪er] ヒーロー,596.png,,Runner,Seed,Mono,Stoik,Young World,Lauriers,,1
597,AH!rchives #597,[ˈäl̪t̪er] ヒーロー,597.png,,P!nk,Seed,Prism,Curls,Monk,,!Chimp,1
598,AH!rchives #598,[ˈäl̪t̪er] ヒーロー,598.png,,Rose,Clay,Rage,Stoik,Baller,Shoe Deal,,1
599,AH!rchives #599,[ˈäl̪t̪er] ヒーロー,599.png,,Meknah,Düne,Gaze,Bored,Shimokita,Mellow,,1
600,AH!rchives #600,[ˈäl̪t̪er] ヒーロー,600.png,,Rain,Seed,The Slayer,Stoik,!Champloo,,Meowzart,1
601,AH!rchives #601,[ˈäl̪t̪er] ヒーロー,601.png,The Shining,Pømme,Golden,Stare,All Caps,,,,1
602,AH!rchives #602,[ˈäl̪t̪er] ヒーロー,602.png,,Fayah!,Metal Fingers,Ye,All Caps,Shiro,Lauriers,,1
603,AH!rchives #603,[ˈäl̪t̪er] ヒーロー,603.png,,Runner,Geedorah,Mercy,All Caps,Ronin,Mellow,,1
604,AH!rchives #604,[ˈäl̪t̪er] ヒーロー,604.png,,Red,Maze,Bloody,!AH,Monk,Bloodsport,,1
605,AH!rchives #605,[ˈäl̪t̪er] ヒーロー,605.png,,Fayah!,Seed,Surprised,Quiet,,Pega,,1
606,AH!rchives #606,[ˈäl̪t̪er] ヒーロー,606.png,,Off White,Seed,Bloody,All Caps,Swat,King Of The Court,,1
607,AH!rchives #607,[ˈäl̪t̪er] ヒーロー,607.png,,Fayah!,Clay,Mono,Stoik,,Lauriers,,1
608,AH!rchives #608,[ˈäl̪t̪er] ヒーロー,608.png,,Cream,Maze,A3000,Stoik,Clouds,Mush,,1
609,AH!rchives #609,[ˈäl̪t̪er] ヒーロー,609.png,,Runner,Redbone,Mono,Bored,Muraka,Lauriers,,1
610,AH!rchives #610,[ˈäl̪t̪er] ヒーロー,610.png,The Shining,Neo,Redbone,The Slayer,Vault,,Pega,,1
611,AH!rchives #611,[ˈäl̪t̪er] ヒーロー,611.png,Figaro,Red,Redbone,Surprised,Bored,,Mush,,1
612,AH!rchives #612,[ˈäl̪t̪er] ヒーロー,612.png,,Orange,Seed,Ye,Stoik,Borea,Pega,,1
613,AH!rchives #613,[ˈäl̪t̪er] ヒーロー,613.png,,Cream,Redbone,The Slayer,Curls,Rider,Pega,,1
614,AH!rchives #614,[ˈäl̪t̪er] ヒーロー,614.png,,Rain,Golden,Prism,All Caps,,,,1
615,AH!rchives #615,[ˈäl̪t̪er] ヒーロー,615.png,,Orange,Düne,Poska,Bored,Muraka,,,1
616,AH!rchives #616,[ˈäl̪t̪er] ヒーロー,616.png,,Off White,All Star,The Slayer,All Caps,Swat,,,1
617,AH!rchives #617,[ˈäl̪t̪er] ヒーロー,617.png,,Off White,Golden,Watcher,Bored,Zanpah,Bloodsport,,1
618,AH!rchives #618,[ˈäl̪t̪er] ヒーロー,618.png,,Rose,Seed,Gaze,Stoik,Ronin,Shoe Deal,,1
619,AH!rchives #619,[ˈäl̪t̪er] ヒーロー,619.png,,Off White,Clay,Ye,Stoik,Borea,Lauriers,,1
620,AH!rchives #620,[ˈäl̪t̪er] ヒーロー,620.png,Double Nahki,Rain,Maze,The Slayer,All Caps,,Pega,,1
621,AH!rchives #621,[ˈäl̪t̪er] ヒーロー,621.png,,Dark Blū,Geedorah,Mono,Kush,Okinawa,Nippon,,1
622,AH!rchives #622,[ˈäl̪t̪er] ヒーロー,622.png,,Fayah!,Golden,Stare,Quiet,Fury,Pega,,1
623,AH!rchives #623,[ˈäl̪t̪er] ヒーロー,623.png,Double Nahki,P!nk,Nova,Bloody,All Caps,,,,1
624,AH!rchives #624,[ˈäl̪t̪er] ヒーロー,624.png,,P!nk,Seed,Mono,Curls,Avalanche,Pega,,1
625,AH!rchives #625,[ˈäl̪t̪er] ヒーロー,625.png,,Autumn,Nebu,The Slayer,All Caps,!Champloo,Seiya,,1
626,AH!rchives #626,[ˈäl̪t̪er] ヒーロー,626.png,The Shining,Doré,Clay,Ye,All Caps,,,,1
627,AH!rchives #627,[ˈäl̪t̪er] ヒーロー,627.png,,Doré,Seed,Stare,Yamé,Swat,,,1
628,AH!rchives #628,[ˈäl̪t̪er] ヒーロー,628.png,,Orange,Gumbo,Prism,All Caps,,Mellow,,1
629,AH!rchives #629,[ˈäl̪t̪er] ヒーロー,629.png,,Orange,Seed,The Answer,All Caps,,,,1
630,AH!rchives #630,[ˈäl̪t̪er] ヒーロー,630.png,,Meknah,All Star,The Slayer,Vomitspit,Hero,Bulls,,1
631,AH!rchives #631,[ˈäl̪t̪er] ヒーロー,631.png,Double Dragon,Cream,Ogs,,,,Kitsū,,2
632,AH!rchives #632,[ˈäl̪t̪er] ヒーロー,632.png,,Rose,Düne,Mercy,All Caps,,,!Sensei,1
633,AH!rchives #633,[ˈäl̪t̪er] ヒーロー,633.png,,Pømme,Gumbo,Oracle,Stoik,Hero,Lauriers,,1
634,AH!rchives #634,[ˈäl̪t̪er] ヒーロー,634.png,,Blū,Seed,Tribe,Bored,Hoodie,Shoe Deal,,1
635,AH!rchives #635,[ˈäl̪t̪er] ヒーロー,635.png,,Orange,Metal Fingers,Poska,Stoik,,Mellow,,1
